item_id,has_error,handwriting_style,image_quality,question_sha256,reference_answer_sha256,item_content_sha256,perception_entropy,reasoning_entropy,transcription_correct,grading_correct,n_transcription_parse_failures,n_grading_parse_failures,k_transcription,model_id,transcription_prompt_sha256,grading_prompt_sha256,dataset_id,dataset_revision,dataset_split,selection_seed,source_row_index,alignment_status,in_audit_union,audit_sources,audit_selection_reason
70,True,True,True,88bf1dfcd30febe47137da3117bb60822d277e61f13efb0f28a51a58fa88ae38,f6068e15dce56a691a2f71baa5db9c32fc02caaab57e82167321bfa75cc36c7b,c520e97c151be94d8099baaac6935c64ff187418e1b6c73de383ed5f885d3b69,1.0549201679861442,0.6730116670092565,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
71,False,True,True,28e40a6f6ed110c71c6f07c97fbee1a6f234a4e589097698957c4b47b6decdd4,035e1107d21335c9bc58ba6ef9cd29575b696e58ea2a4edcf4edaaa4a0448c46,4de534c3e4c2c766895f261e1e76ea20eaa0094ce0a3ea6642ad816db7da8960,0.5004024235381879,0.0,False,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
72,True,True,True,8d5cd9853b60e02f7503ecea1c6b1ad0ec22f1deea0b1eba5c2d5d37c4a0c45a,5f2a3661a7de5d1d973bf795a18ad442e5c2a4f420ef168a9b02cc3f6c907210,641cdbef9cb1b64ee0428c604a367458b8882f9bd7029eddafa70ce08953ac0c,1.6094379124341005,0.0,False,True,1,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
73,False,True,True,3897661fc364f96ec1a3f094d3be93c6ec001e8ce792234aa6a843b6d281268f,fad528985f0508abd7f223d8c8b26727bb122bbfd1523e9a0cb03a15bb2d3b8d,84e1f7eba1073f571b0cd92c47030a6c83eaed37248ee4f0333eb0369b24fc9d,0.5004024235381879,0.0,False,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
74,True,False,False,5f13d9bebb9d8f87d4d97f4ca9e28d774a78f4c9b95bed555e78d80144ecc0c6,18e223c1dc56e3673b0dde7db08efa344fa16aee1e6008351d3acbdbacd26d96,e0dcc803184a22321b30fc4f2a1f04ae68193a74a0e7d1a094883a2b1c98c071,1.6094379124341005,0.0,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
75,True,False,False,c159b4afa244825fa74e48fdb1c1e41e0176dfc7b3045fe679accb0fe6c14b05,16996d8ea159818233568bb8b2172d380ce9d247f098772664053a8d98b392a5,cf91a07c7cca5ef26ab5ef8d5ba13fb69cedf20d64f014b955280f28806bdc72,0.9502705392332348,0.0,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census|v2_high_priority,targeted audit set; NOT an IID sample of the 300
76,False,True,True,e4d05a1268e2f879b565c0ebb830e5dc6901cdb83b1bb120b5c36d4df1a66674,b0d88ccd577178ac6c03ed8aa20b863cca024f1f6c3c47c9b4c004b30201a4b8,1a4f2afe81bcc8f91bb9a310754f7c3c9dabc50ba5e3436d582ceaaf921fb128,0.5004024235381879,0.5004024235381879,True,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck|v2_high_priority,targeted audit set; NOT an IID sample of the 300
77,False,True,False,7f8675ac935583c15a116fceb297b093321b568ca030c8da287cceb805ba3c27,9f7f87ba219c12072ed5e63e711c4aa56944201ca95b284ad3f98c237c111ed5,97f0b3a163252014e80cb06ee1291529f115892eae32b70194e0227d3c2434c0,0.0,0.0,True,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v2_high_priority,targeted audit set; NOT an IID sample of the 300
78,True,True,True,670015b28b30d74438d06fd2292f6bf649de1a95573e09878fe9302d0e6f8655,d1441b9bed49001bc4df40e69d386da6ce52e47ae72ccd3bf5d149af9d25b8db,4c5e7c73c93860c4501ae1bda6aaa70e1bc6300c0689d9efb78762ac1259ee20,1.3321790402101223,0.0,True,True,1,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
79,False,True,True,5f1b5e45ba87211616cc3e27772f8c121642f9c87b61a37f82d78011da67547c,9c0edbee2cfa9173242da5b2ed7259c3262fafd017ede5e1fef215a0a490a073,00ffbb462d54e46ff42f5a0b064b2c11de0ad38e8cfdcda3627c9e943cadb43b,0.0,0.0,True,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
80,True,True,True,e8ba84be2036fdf9e6b18df8db2952df8f82e400c3357e649055016ca343531d,99d4bd2963bf42c5aa1dbcd27c87862939599a3666dd1bbc1a86ee1b8f47673e,a70f8486e7dd9cbe70a25ea010e093d85912ff28b368677fa2a74c94c9755fda,1.3321790402101223,0.5004024235381879,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
81,True,True,False,516da3f7e139d42ae9bf26ebb7209234ea18767fda021115c395af89a43b9c1c,864de24300560f38680a625366f3cfbf894d771fb0be370af10c2b40f352b7a7,f718780ef96a6f7da50789f3eae9386e83724f9fa2880ae34aa33d4a09741030,1.6094379124341005,0.5004024235381879,False,True,1,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
82,False,True,True,28b9021594b561b0fb0c7e4609cb32789aaa0d661996a3720439600c3c95447b,29fc222ebe41332dcf184716ccf9441247b0cbf17fe3f2077bb5fac8688f0fbf,a68ac22679041ae65fb45ed061465a3601805b72c58f23c8e7a0d8fb2c47cec3,1.3321790402101223,0.0,False,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
83,False,True,True,22fbb068e1a9ff7d70a8503410874d9ba487e5e73d306f5038fa55b08b5716e4,e6bfe7fc1e80165d8ab9e47f1666fe4d28e8638964888ea355a652905afe258a,bf4f91dfcec04897fa2b9055affeb200a8b9843fbdf8fab895b0ab058fea061f,1.3321790402101223,0.5004024235381879,False,False,2,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census|v2_high_priority,targeted audit set; NOT an IID sample of the 300
84,False,True,True,3248de60d0e23927cf88bcaccfb66e322055d330e16e75b6b08c541de923f684,78f87e8908168d21c402509918c7e35354e6605f29b74a6c41b325a8df931d94,e108a11f229d162d92c585911224fc479378929121bde0e53d35be1fef1da7f0,0.9502705392332348,0.6730116670092565,True,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck|v2_high_priority,targeted audit set; NOT an IID sample of the 300
85,False,False,False,534609cb9724eb5d4f3da020e5bd2cc7124c6bdb076a19e46ca64572c440511c,49e8012c051c5de9c8fab84d38b65996166a48624befb2d3d4f39f24e49fb33e,181f6240b48247a7a96b7cd149a651c4bb6f71e71ac221320bb0f7a8f0432f35,0.0,0.6730116670092565,True,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
86,True,True,True,bcdef0780a5fef090fc0c00f3ec26ace975ca19ac98d6e04443446e0132491e7,e42889e4f26c312ef69c9ec3ec46a4dd1ffb3541c186823258a6d05100ff1e39,1b6e93546f71e47a1efdeff61b0894fe9418e9703cd2b261cbb4d3bdc416d05c,0.5004024235381879,0.0,True,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
87,True,True,False,5be8ee2336ca1f0151a83022d29f91b3f4dbcb8268fa7fc73cdbbe082861f383,f7dfe35088e938926453774f6c4e153f0844a766456311e1703a46f37712aabb,ca6cb29302b73adef239db2e30a65083c7094198afddc41caef0212573ec720e,1.6094379124341005,0.5004024235381879,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
88,False,True,True,d72ce68e98edbb4177503525bf80d6f93163525822ee197bdd23e6e3f4622e24,6b8cebffe6f45e1f24cfaee1cc3b028d9cdeb74e6f12787934ac5f33a15b1fdb,28cda523cede8a4cf257152809bfef9cb5769e7c378991738bc00e42f9cc7d36,0.6730116670092565,0.6730116670092565,False,False,0,2,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v2_high_priority,targeted audit set; NOT an IID sample of the 300
89,False,True,True,9a0efc195e761ca5c1d7e9a954fb9f6e309533e8e4a3377b2923103612798bbe,8b82ab2350fb80d2be6187f80a93dbaa3b3d392e75f5aeb630f0cf0a5aed265a,6553a3b1b00e07f12fa42703b77799322a512017c4d5921a54352a3a9820e494,0.6730116670092565,0.5004024235381879,False,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census|v2_high_priority,targeted audit set; NOT an IID sample of the 300
90,False,True,True,646bc1dd9b809be1552f146c068708e0adb8253c6041bad9bfafe9dca212e321,bc0f6f57d849430dfc6a3bd93d4e56bf8663f595851805cc1a8ec137753ecaad,4e879422e893a980b1fed3398693e47fd435319e60daa86443c0617c03f534a7,1.0549201679861442,0.5004024235381879,True,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
91,True,True,True,b25089467149a7b85d4309e2f05d027b29095e9d51a7cb373609691e84a6f77c,33f2d2a4170fcf7a0f725d0894fffb04f5d0eb0b62d39585dec4f98919e7640d,1bde9e75217baca2dcc662fdbda8356406638cb1e006f27d63acf3f5a5710113,0.0,0.0,True,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck|v2_high_priority,targeted audit set; NOT an IID sample of the 300
92,False,True,True,0b31d8aa0884714e2c45d8bae22dcc599248fcfbc022fd8114ee8fe73d0e309c,6877074a8e9a6556acf17168530b3642554f6223a67213683887886c0e30f44b,e200605af6cb5c5b8944beae7e326079e1334d7c3e8fbba291eed7ebe17977b3,1.6094379124341005,0.0,True,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
93,True,True,True,215d32b5eecc996a09062976fe2a250a5c66d50a50261b0e008e7b15b44878ce,feabd6cfe4794a57b22d15a9c79c299046d05ea3cafc2f38675997e61ffeef14,ffe85d4295d718ab7939a7d2b4dabb62e0af02eb6fb8064f43a45556e77214be,1.3321790402101223,0.5004024235381879,False,True,1,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
94,True,True,False,0b31d8aa0884714e2c45d8bae22dcc599248fcfbc022fd8114ee8fe73d0e309c,463b2115121bd1ae641da2efe9732234ca9c31a55031c53b9e72581ac8b17e75,75f8f4972d6dd18bf2832227be888620798f2d9d973a2f5c01ced4ea02fe22c5,1.3321790402101223,0.6730116670092565,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
95,True,True,False,ee9d83895e0d7340ea2ce089d87a71b93a35ba18f0badfe105212437f8a926f5,ef9f0fa28775eb8ecd8765f05388510408bac37491872d37d65105dce40650e2,434536eb6926c6a053059e99dd3d91d6ae610ccc8696cdeb8784781a80e02ee2,1.3321790402101223,0.6730116670092565,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
96,True,True,True,67f49a1970da5c01f66afa8444cabac7b61cfe0ab26485a5ac2f714f66263b74,482e887b7e484b1684a2e97c132050e6da9abee365758a863daf1cd394692442,9f5acddfc1e0a9f83db82f1badd5a58eb334ef2b593999ecfca90eb8b31d41a6,0.0,0.0,True,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
97,False,True,False,820f1d8dfe1b845d42960a45c6b4335e423d3e54b8566a8bda56f79a24c1f9aa,9d9ed357af9e9494e491333d5fbae4f8379f351c7188994c505fc047d0490d0f,f8be3de7ff86a16c257f5e3b689883276c1d7018f73b447f696da77c0fa0b912,0.5004024235381879,0.0,True,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
98,False,True,True,18823035b3a58fa7c13c0bb4535c3de129dbfc8b833ebe610ebfb4b1df7f6147,4ec81de295c279dc692e0eb1e1b3b7032fd86a752001441e1148225d61960ac1,80cb7e9b2dc23401f4b69eefca549e79e15ecc90197e076e7cb2ea239591d8c6,0.9502705392332348,0.5004024235381879,True,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
99,True,True,True,08e5035a035b4b1168c71ee8f10fd633fb42951632cc60dd4271ce8d948effba,633568528c7c011e0eb665ca4d47fd9438477da41877723d5e27f81f644e81a2,6ab4a6a48485864adebd5a2ece6c2d34b691356fdeb3a39d07dc37cf905c5c1b,0.9502705392332348,0.5004024235381879,False,True,1,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census|v2_high_priority,targeted audit set; NOT an IID sample of the 300
100,True,False,False,10f675d596f713f31f2d567b38eccb435fc4b67e27c820ded9674d5509b55b34,d66be05bc2b0ac941269ede0ff0cec3df95fba1c11d45e5a90964af8df197adc,9231dd8514ac212b97db75402d1bffa98e6a5be1667a07bd5222f1459d9b3f33,0.9502705392332348,0.5004024235381879,True,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
101,True,True,True,92b1c571f6ed5cfbba81074f5e5871a0afb3eafd9cf32ebdec6ce3e5693f7d91,2dc5f93b37ebdc6723687bcd2345e4cd87f981b3e00ae22370da7e34b80b3ffd,2308d38cdeafaf4aaf1b2c6a1f4f15be1b3ed41f9fb571fae7a25a0ac6cc124b,1.6094379124341005,0.0,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
102,False,True,True,5303f5b0afdf80c33ff5b0e2a7597bbec4406d251caca7e81a1b1352e0e8e304,6f4bbc2aecb054952c1e8a051719f86015cfbea454fef84295f57cd4d5c20769,61850e10f5fbf4ba892fc8d82a81320bc682573bb979452e43960aeba995446f,0.0,0.0,True,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck|v2_high_priority,targeted audit set; NOT an IID sample of the 300
103,False,True,True,32fe4eca1c3807bebf5d9fa8f03ad7059af545d30e800a18418218d4eeeca624,7105245917da5d3b55364c2cd921623f8234af356a8f91822996ec1f3091ff91,f6a820da12b0568947488a298145c013c2df31767e5e89019d8654339aacbd29,1.6094379124341005,0.0,False,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census|v2_high_priority,targeted audit set; NOT an IID sample of the 300
104,True,True,True,3b456a5bf27acba2e69a53b1f2b2e3a73c3f4dca9af70464c7c78d148889a2a4,80e7db4d9780cb7918476c163f90a0558d7201484fe4c3678737efb77bddce11,79613c65ca079d03820fb9b4cefd2daacd93c859dcac33ab99d9a2b77515e3be,0.0,0.0,True,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
105,True,True,True,5dd8095dfb2651e8862d50774174061ea8ff004569e29bcca74dfcb8ab36721e,78f97d760a8750ed4fece4fda40b38d0e7cc6485716d75ecb2d202f788eb877f,53e535f0b7b352c1ba963d5ede8e2ab899e4143dd2388119468f2eb42fd7c554,0.5004024235381879,0.5004024235381879,True,True,0,1,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
106,False,True,False,10f675d596f713f31f2d567b38eccb435fc4b67e27c820ded9674d5509b55b34,ccddb402f1f4f5c3f8116367b36f19623f188e4b64d6b4808b5c7471c842f7d5,f9adae852b73cd8dff4c0032c8af1fc3c81847e36797e572d6133358f67661db,1.3321790402101223,0.5004024235381879,True,False,0,1,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck|v2_high_priority,targeted audit set; NOT an IID sample of the 300
