item_id,audit_set,source_file,final_label,truth,confidence,note,coded_explicitly,extraction_status
147,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,high,"true_correct WITH A SYMPY COLLAPSE CAVEAT: both spans carry the full triplet '12, 35, 37' and the page agrees, but SymPy kept only 12. Correct here, risky in general.",,
147,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,high,"triplet 12, 35, 37; SymPy collapses to 12.",True,extraction_ok
148,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,"Model says '301 is not a term', which is correct; truth parser kept only n.",,
148,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
149,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,notation_misread,wrong,high,Model says 1 degree where image/truth says 0 for the x-axis direction cosine -- real value mismatch.,,
149,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,high,direction cosines partial in extraction but the visual answer is correct.,True,extraction_ok
150,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
151,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,"HUMAN FINAL: equivalent equation forms leading to q = 7. CONTRADICTS coded_31's copied_wrong_line. String evidence favours the older label -- the majority sample eq(15/2,(q+8)/2) is verbatim an earlier line of pert_a, while s0 and s3 gave q=7 correctly. Flagged for re-check.",,
151,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
152,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,notation_misread,wrong,high,"User-corrected from extraction_issue: image final is 10/sqrt(59), model gave sqrt(59) -- missed the factor 10.",,
153,v1_correct_spotcheck,spotcheck_40_qwen_strict_v1_correct_20260811.csv,true_correct,correct,high,model and truth agree and the handwritten final answer matches -- a genuine correct read.,,
154,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
155,genuinely_wrong_census,coded_31_qwen_only_qwen_20260811.csv,notation_misread,wrong,high,"Matrix read column-wise as fractions: s2 = 'y = [1/0, -2/5]' for the matrix [[1,-2],[0,5]]. s3 got the digits but not the shape. Genuine structural misread, as user suspected.",,
156,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,Model and truth compare different parts of the proof; parser grabbed a distance term rather than the conclusion.,,
157,v1_correct_spotcheck,spotcheck_40_qwen_strict_v1_correct_20260811.csv,true_correct,correct,high,model and truth agree and the handwritten final answer matches -- a genuine correct read.,,
159,v1_correct_spotcheck,spotcheck_40_qwen_strict_v1_correct_20260811.csv,extraction_issue,indeterminate,high,Incomplete: both collapsed to a partial vector expression; the answer is the full conclusion that AB and CD are collinear.,,
160,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,notation_misread,wrong,high,Model wrote x = 5 where image says z = 5.,,
160,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_wrong,wrong,high,"MODEL WRONG: wrote x = 5 where the page says z = 5. Logged by the coder as '150', which is not in the sheet.",True,extraction_ok
161,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,notation_misread,wrong,high,"Model wrote (x,y,z) where the page repeats x as (x,y,x). The model normalised FERMAT's own internal inconsistency.",,
162,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,Both represent x e^x - e^x + C; formatting only.,,
164,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
165,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,"span is (2,1), part of the condition; the answer is that there are two equivalence relations.",True,extraction_issue
166,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,Model parser produced a*b; truth is the final matrix. Parser failed to capture matrix output.,,
166,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_wrong,wrong,high,MODEL WRONG: the model does not handle the matrix product. Span AB vs the full result matrix.,True,extraction_ok
167,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,Model 'i' vs a truth fragment around a complex number; both labels degenerate.,,
168,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
170,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,Model says (iv) matches (b); truth parser kept only b. Same meaning.,,
171,v1_correct_spotcheck,spotcheck_40_qwen_strict_v1_correct_20260811.csv,true_correct,correct,high,model and truth agree and the handwritten final answer matches -- a genuine correct read.,,
171,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
172,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
173,genuinely_wrong_census,coded_31_qwen_only_qwen_20260811.csv,extraction_issue,indeterminate,high,"HUMAN FINAL (image re-read): model gives 2x = 10, the worked value, while the ground-truth key is Option D -- a value-vs-option-key scoring mismatch, not copied_wrong_line. s2 emitted 'option d' and matched. Pixtral correct on this item.",,
175,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,notation_misread,wrong,high,Matrix entries differ / model matrix malformed.,,
176,genuinely_wrong_census,coded_31_qwen_only_qwen_20260811.csv,extraction_issue,indeterminate,high,"Unanimous eq(x,4) across all 5 samples, entropy 0. GT kept the whole display line including 'Assuming x > 0 or x = 4'. Model correct. Already documented as an unanimous-and-wrong scoring failure.",,
176,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,incomplete extraction -- span gives only x = 4.,True,extraction_issue
177,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,"Model says 5^2, truth 25 -- equivalent.",,
177,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,"spans show numeric squares, not the conclusion that the triangle is right-angled.",True,extraction_issue
179,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
179,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
180,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,extraction_issue,indeterminate,high,FALSE PASS: both spans extracted only 'zx'; the handwritten final answer is the full polynomial 5xz + 9yz + 3zx + 5x - 4y. Extraction chose a tiny span and SymPy then read both as x*z.,,
180,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,both spans extracted only zx against the full polynomial.,True,extraction_issue
181,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
181,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
183,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,high,"true_correct WITH A MALFORMED-PARSE CAVEAT: both spans give (1-x^2)d2y/dx2 - x dy/dx = 0 correctly. SymPy parsed dy/dx as derivative(y,x) but d2y/dx2 as the algebraic (d**2*y)/(dx**2). Identical on both sides, so the match is real. H=0.00.",,
183,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,high,SymPy mangles the second derivative; the span is right and identical both sides.,True,extraction_ok
184,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,Model matched the final amount 13000; the ground-truth parser selected the interest 1500 instead.,,
185,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,notation_misread,wrong,medium,Expanded algebraic terms differ -- 24c^2 on the page read as 25c^2.,,
186,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
187,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,Same set of names; brace/comma formatting only.,,
188,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,Truth and image both appear to give beta_2 = 5/2 i + 1/2 j - 3k; the model label is parser-mangled/truncated. Not confidently a notation error.,,
188,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,only part of beta_2 extracted; the answer gives both beta_1 and beta_2.,True,extraction_issue
192,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
193,genuinely_wrong_census,coded_31_qwen_only_qwen_20260811.csv,notation_misread,wrong,high,"HUMAN FINAL (image re-read), OVERRULES the text-only reading: the model label uses 49*49 where the image needs 4.9*4.9, so this is a real decimal/notation miss. Recorded for completeness: s1/s3/s4 do contain '= 75.46 m^2' with 4.9, and s0's '49' follows the model writing '4\.9' with an escaped period, so the extractor also contributed. Coded on the image, which outranks the string evidence.",,
194,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
196,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
197,v1_correct_spotcheck,spotcheck_40_qwen_strict_v1_correct_20260811.csv,true_correct,correct,high,model and truth agree and the handwritten final answer matches -- a genuine correct read.,,
198,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,only one cofactor extracted; the answer lists all minors and cofactors.,True,extraction_issue
199,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,"Model 7, truth 7 -- same answer, label mismatch.",,
199,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
200,v1_correct_spotcheck,spotcheck_40_qwen_strict_v1_correct_20260811.csv,true_correct,correct,high,model and truth agree and the handwritten final answer matches -- a genuine correct read.,,
202,genuinely_wrong_census,coded_31_qwen_only_qwen_20260811.csv,extraction_issue,indeterminate,high,GT is 'sympy:mathbb*r'; s2 emitted exactly that and matched. Model read the conclusion correctly. User reading confirmed.,,
203,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,Model gives roots 8 and 5; truth parser kept r = 8 only. Partial extraction.,,
204,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
204,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
205,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
206,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
207,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
208,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,3x^2 = -4y and x^2 = -4y/3 are equivalent forms; SymPy does not normalise an equation scaled by a constant.,,
208,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
209,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,model is correct; the labels are wrong.,True,extraction_issue
211,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,"Same vector; i,j formatting differs.",,
212,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,notation_misread,wrong,medium,Model expression differs from the truth identity -- likely exponent/subscript/term error.,,
213,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
214,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
215,v1_correct_spotcheck,spotcheck_40_qwen_strict_v1_correct_20260811.csv,extraction_issue,indeterminate,high,"Incomplete: kept only one direction cosine 3/sqrt(77); the full answer is 3/sqrt(77), -2/sqrt(77), 8/sqrt(77).",,
215,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,high,"direction cosines 3/sqrt77, -2/sqrt77, 8/sqrt77; SymPy keeps the first.",True,extraction_ok
216,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
217,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,"Model b = 33/4, truth 33/4 -- same value, variable included in the span.",,
217,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,high,visually correct a = 3/4 and b = 33/4; model span shows only b.,True,extraction_ok
218,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,"Model says Option A, truth parser mangled the key to bare 'a' via the _OPTION_RE bug. Same answer.",,
219,v1_correct_spotcheck,spotcheck_40_qwen_strict_v1_correct_20260811.csv,extraction_issue,indeterminate,high,"Incomplete: kept only x=5/3; the handwritten answer includes the full result and conditions with a, b.",,
220,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,"Both describe {(x,y,z): x,y,z in R}; verified s1 differs from truth only by \mathbb{r} vs r. Supersedes coded_31's notation_misread.",,
222,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,notation_misread,wrong,high,"Model says 18; image/truth final lists multiple orders {1x8, 8x1, 2x4, 4x2}. Incomplete answer.",,
222,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,high,"possible orders 18, 81, 42, 24; SymPy collapses to 18.",True,extraction_ok
223,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
224,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,Model label 'beta'; truth is prose about primes. Parser grabbed the wrong fragment/symbol.,,
224,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,"span is a beta/text fragment, not the conclusion that the expression is irrational.",True,extraction_issue
225,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
226,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
228,genuinely_wrong_census,coded_31_qwen_only_qwen_20260811.csv,notation_misread,wrong,medium,"s2 emitted the GT line exactly, but s0 gave x=-6 and s4 gave x=9 -- the model really does produce different answers across samples. Genuine instability plus a coordinate misread, not purely scoring.",,
229,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
229,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
230,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,notation_misread,wrong,high,Model says x^2 = 4z^2 but image/truth final is x^2 = 8z. Not equivalent -- a real misread.,,
230,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,high,final equation x^2 = 8z consistent on both sides.,True,extraction_ok
232,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
233,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
234,genuinely_wrong_census,coded_31_qwen_only_qwen_20260811.csv,extraction_issue,indeterminate,medium,"PARTLY DISAGREES WITH THE USER LABEL: s1 does drop the prime (1-p(a)p(b)), but the majority representative s0 is ""= 1 - p(a)p(b^{'})"" -- cosmetically identical to GT ""= 1 - p(a) p(b')"". The scored comparison fails on brace formatting, not on the prime.",,
236,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,Model parse failed; truth parser grabbed formula/prose rather than a clean final answer. User noted needs_visual would also be acceptable.,,
237,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,Model says x = 3; truth parser kept only b. Parser compared wrong fragments of a matching problem.,,
238,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,"Model 57, truth -8<0; page conclusion is 'no real roots'. Parser/model grabbed intermediate values. User note: if the model's actual final answer were only 57 this would be notation_misread, but the page reads as a parser-side intermediate.",,
239,v1_correct_spotcheck,spotcheck_40_qwen_strict_v1_correct_20260811.csv,extraction_issue,indeterminate,high,"KNOWN FALSE PASS (calibration item, caught): collapsed to 'i', but the handwritten answer is a full differential-equation verification.",,
239,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,high,SymPy says l; span M is the correct full L.H.S. verification.,True,extraction_ok
240,genuinely_wrong_census,coded_31_qwen_only_qwen_20260811.csv,extraction_issue,indeterminate,high,"Bug 1 (nested \textcolor not unwrapped): GT label became eq(textcolor*((3k/2)*(r*d*e)), pm*3) -- 'red' parsed as r*e*d. s4 emitted eq(3k/2, pm*3), the correct answer. User label confirmed, and the exact bug is named.",,
240,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,only part of the determinant work; the answer includes y = 3x and k = +-2.,True,extraction_issue
241,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,"Model n = -4/3, truth r = -4/3 -- same value, variable-symbol mismatch from the parser.",,
242,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
243,genuinely_wrong_census,coded_31_qwen_only_qwen_20260811.csv,extraction_issue,indeterminate,high,"GT collapsed to 'sympy:r'; s0 and s3 emitted exactly that and matched, but majority (3/5) was the full sentence. User reading confirmed.",,
243,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
244,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
245,genuinely_wrong_census,coded_31_qwen_only_qwen_20260811.csv,extraction_issue,indeterminate,high,"Not merely equivalent -- identical: the model's '50y^2 - 88x^2 = 275' is literally the second half of the GT line, which states both forms. GT kept the whole line. s0 misread 50 as 59.",,
245,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
246,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,Model parser kept only x; truth is the equation 3x + 5 = 44. Parser grabbed the wrong fragment.,,
246,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,"model could not extract the equation, span is just x.",True,extraction_issue
247,v1_correct_spotcheck,spotcheck_40_qwen_strict_v1_correct_20260811.csv,true_correct,correct,high,model and truth agree and the handwritten final answer matches -- a genuine correct read.,,
248,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
249,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,Same derivative idea on both sides; parser compared different expressions.,,
250,v1_correct_spotcheck,spotcheck_40_qwen_strict_v1_correct_20260811.csv,extraction_issue,indeterminate,high,FALSE PASS: collapsed to 'r'; the full answer is the collinearity conclusion.,,
250,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,"span is only R; the conclusion is that P, Q and R are collinear.",True,extraction_issue
251,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,notation_misread,wrong,high,"Model says {1, -2}, truth/image says {y, -2} -- symbol mismatch.",,
252,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
253,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,"Same expression, different LaTeX formatting around sqrt(3).",,
254,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
254,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
255,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,notation_misread,wrong,high,Model gives the range 86 < f < 95; image/truth final is 91F < F < 94F. Real number mismatch.,,
258,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
261,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
262,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,notation_misread,wrong,high,"Model says 442, image/truth says 91. Real value mismatch.",,
263,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,"Both compare different variable equalities; page final includes x = x2, y = 2, z = k1. Parser grabbed partial pieces.",,
263,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,partial multi-answer: model span has only z = k1.,True,extraction_issue
264,genuinely_wrong_census,coded_31_qwen_only_qwen_20260811.csv,extraction_issue,indeterminate,high,"GT kept only 'B = 15' from 'A = 45 and B = 15'; s3 emitted eq(b,15) and matched, majority gave both. User reading confirmed -- both sides lost A=45 differently.",,
264,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,high,spans give A = 45 and B = 15; SymPy/truth span keep only B.,True,extraction_ok
265,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,"Model y = 13, truth 13 -- same answer with the variable included in the span.",,
265,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
266,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
268,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
269,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,Model x = 49/29; truth parser kept only x. The model gives the actual value.,,
269,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,"model correct, label wrong.",True,extraction_issue
271,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_wrong,wrong,high,MODEL WRONG: misread the final result. Span 25 against the full power expression.,True,extraction_ok
272,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
273,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,"QWEN-SCOPED, and it does NOT retract the Pixtral auto-correction observation. Verified: page says 'outcomes favourable to E is 3' then P(E) = 2/4 (red 2 = injected error); GT label sympy:2/4. On Qwen the majority label is the bare '}' with s4 giving a faithful 2/4 and s1 giving 3/4 -- so extraction_issue is right for Qwen. On PIXTRAL all five samples give 3/4 unanimously, which is the auto-correction anecdote CLAUDE.md records; that is a different model and is untouched by this reading.",,
273,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,"model read nothing usable, span is }.",True,extraction_issue
274,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,Model gives the full probability formula/answer; truth parser kept only f. Parser grabbed different parts.,,
274,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,model correct; labels incomplete.,True,extraction_issue
275,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
276,genuinely_wrong_census,coded_31_qwen_only_qwen_20260811.csv,extraction_issue,indeterminate,high,"HUMAN FINAL: model correctly read the final conclusion '243 is not a perfect cube', matching the image; the ground-truth parser kept only the bare number 243, so the scorer compared the wrong thing. Near-duplicate of item 54.",,
276,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
277,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,"Model 3sqrt(3), truth 3sqrt(3) units -- same value, unit formatting.",,
280,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
282,v1_correct_spotcheck,spotcheck_40_qwen_strict_v1_correct_20260811.csv,extraction_issue,indeterminate,high,FALSE PASS: collapsed to 'c'; the full answer is a broader equation/condition.,,
282,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,neither side extracted the full equation.,True,extraction_issue
284,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
285,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,high,"span complete; SymPy gives only 3, incomplete. Span-primary match is real.",True,extraction_ok
286,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
288,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
