item_id,stratum,first_audit_sources,queue,selection_prob,review_order,review_id,protocol_version,seed
137,v1_correct|err|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,core,0.538462,197,R0197,second_rater_v1_20260814,20260814
199,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,198,R0198,second_rater_v1_20260814,20260814
185,v1_wrong|err|H_low|genuinely_wrong_census,genuinely_wrong_census,core,0.666667,199,R0199,second_rater_v1_20260814,20260814
228,v1_wrong|clean|H_high|genuinely_wrong_census,genuinely_wrong_census,extension,,200,R0200,second_rater_v1_20260814,20260814
138,v1_wrong|clean|H_low|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.666667,201,R0201,second_rater_v1_20260814,20260814
54,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,202,R0202,second_rater_v1_20260814,20260814
24,v1_wrong|clean|H_mid|v2_high_priority,v2_high_priority,core,0.5,203,R0203,second_rater_v1_20260814,20260814
284,v1_wrong|err|H_mid|v2_high_priority,v2_high_priority,core,0.5,204,R0204,second_rater_v1_20260814,20260814
224,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.5,205,R0205,second_rater_v1_20260814,20260814
156,v1_wrong|clean|H_mid|genuinely_wrong_census,genuinely_wrong_census,core,0.545455,206,R0206,second_rater_v1_20260814,20260814
273,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,207,R0207,second_rater_v1_20260814,20260814
12,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,208,R0208,second_rater_v1_20260814,20260814
193,v1_wrong|clean|H_high|genuinely_wrong_census,genuinely_wrong_census,extension,,209,R0209,second_rater_v1_20260814,20260814
253,v1_wrong|clean|H_high|genuinely_wrong_census,genuinely_wrong_census,core,0.5,210,R0210,second_rater_v1_20260814,20260814
105,v1_correct|err|H_low|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,211,R0211,second_rater_v1_20260814,20260814
249,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,extension,,212,R0212,second_rater_v1_20260814,20260814
226,v1_correct|clean|H_low|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,213,R0213,second_rater_v1_20260814,20260814
31,v1_wrong|err|H_low|v1_correct_spotcheck,v1_correct_spotcheck,extension,,214,R0214,second_rater_v1_20260814,20260814
180,v1_correct|err|H_mid|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,extension,,215,R0215,second_rater_v1_20260814,20260814
212,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,core,0.5,216,R0216,second_rater_v1_20260814,20260814
223,v1_correct|err|H_low|v2_high_priority,v2_high_priority,core,1.0,217,R0217,second_rater_v1_20260814,20260814
241,v1_wrong|clean|H_mid|genuinely_wrong_census,genuinely_wrong_census,core,0.545455,218,R0218,second_rater_v1_20260814,20260814
132,v1_wrong|clean|H_low|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,extension,,219,R0219,second_rater_v1_20260814,20260814
145,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,extension,,220,R0220,second_rater_v1_20260814,20260814
200,v1_correct|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,core,0.538462,221,R0221,second_rater_v1_20260814,20260814
269,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,222,R0222,second_rater_v1_20260814,20260814
33,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.5,223,R0223,second_rater_v1_20260814,20260814
34,v1_wrong|clean|H_low|v2_high_priority,v2_high_priority,core,0.5,224,R0224,second_rater_v1_20260814,20260814
52,v1_wrong|clean|H_high|genuinely_wrong_census,genuinely_wrong_census,extension,,225,R0225,second_rater_v1_20260814,20260814
165,v1_wrong|clean|H_mid|v2_high_priority,v2_high_priority,extension,,226,R0226,second_rater_v1_20260814,20260814
167,v1_wrong|err|H_high|genuinely_wrong_census,genuinely_wrong_census,core,0.5,227,R0227,second_rater_v1_20260814,20260814
187,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,extension,,228,R0228,second_rater_v1_20260814,20260814
166,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,229,R0229,second_rater_v1_20260814,20260814
170,v1_wrong|clean|H_low|genuinely_wrong_census,genuinely_wrong_census,core,0.5,230,R0230,second_rater_v1_20260814,20260814
296,v1_wrong|clean|H_mid|genuinely_wrong_census,genuinely_wrong_census,core,0.545455,231,R0231,second_rater_v1_20260814,20260814
234,v1_wrong|err|H_high|genuinely_wrong_census,genuinely_wrong_census,extension,,232,R0232,second_rater_v1_20260814,20260814
240,v1_wrong|err|H_high|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.5,233,R0233,second_rater_v1_20260814,20260814
