item_id,mcq_group,presort,heuristic_mcq_like,has_error,strict_v1_correct,strict_v2_correct,entropy,span_m_disp,span_t_disp,label_m,label_t,model_tier,truth_tier,flags,option_word_in,flagged_by_weak_trigger_only,question_has_choice_list,paren_letters_match,question_head,contact_sheet_file,contact_sheet_cell,confirmed_mcq,reviewer_note,coding_depth,mcq_type
9,candidate_missed,choice_list_only,False,False,False,True,1.3321790402101223,"(x, z) \in R","(\textcolor{red}{x, z}) \in R","text:(x, z) \in r","text:(x, z) \in r",display_math,display_math,"multi_value_answer,set_answer",,False,True,,"Let \( R \) be a relation from \( \mathbb{Q} \) to \( \mathbb{Q} \) defined by \( R = \{(a,b): a,b \in \mathbb{Q} \text{ and } a - b \in \mathbb{Z}\} \). Show t",mcq_candidate_missed_p1.png,3,no,proof with numbered conditions,item_by_item,
23,candidate_missed,choice_list_only,False,False,True,True,0.5004024235381879,\frac{-3}{-15} = \frac{-3 \div (-3)}{-15 \div (-3)} = \frac{1}{5},\frac{-3}{-15} = \frac{-3 \div (-3)}{-15 \div (-3)} = \frac{1}{5},text:\frac{-3}{-15} = \frac{-3 \div (-3)}{-15 \div (-3)} = \frac{1}{5},text:\frac{-3}{-15} = \frac{-3 \div (-3)}{-15 \div (-3)} = \frac{1}{5},display_math,display_math,text_conclusion,,False,True,,Reduce to standard form: \begin{enumerate} \item $\frac{36}{-24}$ \item $\frac{-3}{-15}$ \end{enumerate},mcq_candidate_missed_p1.png,4,no,multi-part conversion,item_by_item,
66,candidate_missed,choice_list_only,False,False,False,False,1.6094379124341005,\left(-i\right)(2i)\left(\frac{-1}{8} - i\right)^3 = 2 \times \frac{1}{256} \times i^5 = \frac{1}{256}i,\left( -i \right) \left( 2i \right) \left( \frac{-1}{8} i \right)^3 = 2 \times \frac{1}{256} \times i^5 = \frac{1}{256} i,text:(-i)(2i)(\frac{-1}{8} - i)^3 = 2 \times \frac{1}{256} \times i^5 = \frac{1}{256}i,text:( -i ) ( 2i ) ( \frac{-1}{8} i )^3 = 2 \times \frac{1}{256} \times i^5 = \frac{1}{256} i,display_math,display_math,text_conclusion,,False,True,,Express the following in the form of \( a + bi \): \begin{enumerate} \item \( \left( -5i \right) \left( \frac{1}{8} i \right) \) \item \( \left( -i \right) \lef,mcq_candidate_missed_p1.png,5,no,multi-part calculation,item_by_item,
68,candidate_missed,choice_list_only,False,True,False,False,1.6094379124341005,= 14y^3 + 17y^2 - 28y + 10,12y^3 + \textcolor{red}{25y^2} - 28y + 2y^3 - 8y^2 + 10 = 14y^3 + \textcolor{red}{17y^2} - 28y + 10,text:= 14y^3 + 17y^2 - 28y + 10,text:12y^3 + 25y^2 - 28y + 2y^3 - 8y^2 + 10 = 14y^3 + 17y^2 - 28y + 10,display_math,display_math,,,False,True,,Add the following expressions: \begin{enumerate} \item $5m(3 - m)$ and $6m^2 - 13m$ \item $4y(3y^2 + 5y - 7)$ and $2(y^3 - 4y^2 + 5)$ \end{enumerate},mcq_candidate_missed_p1.png,6,no,multi-part addition,item_by_item,
72,candidate_missed,choice_list_only,False,True,False,False,1.6094379124341005,"\begin{aligned}
&\textbf{1. First expression:} \\
&5m(3 - m) = (5m \times 3) - (5m \times m) = 15m - 5m^2 \\
&\text{Now adding the second expression to it:} \\
&15m - 5m^2 + 6m^2 - 13m = m^2 \text{ meters} + 2m \text{ meters} \\
\\
&\textbf{2. First expression:} \\
&4y(3y^2 + 5y - 7) = (4y \times 3y^2) + (4y \times 5y) + (4y \times (-7)) = 12y^3 + 20y^2 - 28y \\
&\text{Second expression:} \\
&2(y^3 - 4y^2 + s) = 2y^3 + 2 \times (-4y^2) + 2 \times s = 2y^3 - 8y^2 + 2s \\
&\text{Adding the two expressions:} \\
&12y^3 + 20y^2 - 28y + 2y^3 - 8y^2 + 2s = 14y^3 \text{ liters} + 12y^2 \text{ liters} - 28y + 10
\end{aligned}",12y^3 + 20y^2 - 28y + 2y^3 - 8y^2 + 10 = \textcolor{red}{14y^3\ \text{liters}} + \textcolor{red}{12y^2\ \text{liters}} - 28y + 10,text:\begin{aligned} \textbf{1. first expression:} 5m(3 - m) = (5m \times 3) - (5m \times m) = 15m - 5m^2 now adding the second expression to it: 15m - 5m^2 + 6m^2 - 13m = m^2 meters + 2m meters \textbf{2. first expression:} 4y(3y^2 + 5y - 7) = (4y \times 3y^2) + (4y \times 5y) + (4y \times (-7)) = 12y^3 + 20y^2 - 28y second expression: 2(y^3 - 4y^2 + s) = 2y^3 + 2 \times (-4y^2) + 2 \times s = 2y^3 - 8y^2 + 2s adding the two expressions: 12y^3 + 20y^2 - 28y + 2y^3 - 8y^2 + 2s = 14y^3 liters + 12y^2 liters - 28y + 10 \end{aligned},text:12y^3 + 20y^2 - 28y + 2y^3 - 8y^2 + 10 = 14y^3\ liters + 12y^2\ liters - 28y + 10,display_math,display_math,text_conclusion,,False,True,,Add the following expressions: \begin{enumerate} \item $5m(3 - m)$ and $6m^2 - 13m$ \item $4y(3y^2 + 5y - 7)$ and $2(y^3 - 4y^2 + 5)$ \end{enumerate},mcq_candidate_missed_p1.png,7,no,multi-part addition,item_by_item,
90,candidate_missed,choice_list_only,False,False,True,True,1.0549201679861442,"7.004 \times 10,000,000,000 = 70,040,000,000","7.004 \times 10,000,000,000 = 70,040,000,000","text:7.004 \times 10,000,000,000 = 70,040,000,000","text:7.004 \times 10,000,000,000 = 70,040,000,000",display_math,display_math,,,False,True,,"Express the following numbers in the standard form: \begin{enumerate} \item $5985.3$ \item $65,950$ \item $3,430,000$ \item $70,040,000,000$ \end{enumerate}",mcq_candidate_missed_p1.png,8,no,multi-part standard-form conversion,item_by_item,
105,candidate_missed,choice_list_only,False,True,True,True,0.5004024235381879,b^3 - a^3 = 2^3 - 3^3 = 8 - 27 = -19,\textcolor{red}{b^3 - a^3} = 2^3 - 3^3 = 8 - 27 = -19,text:b^3 - a^3 = 2^3 - 3^3 = 8 - 27 = -19,text:b^3 - a^3 = 2^3 - 3^3 = 8 - 27 = -19,display_math,display_math,,,False,True,,"Find the value of the following expressions for \( a = 3, b = 2 \). \begin{enumerate} \item \( a + b \) \item \( 7a - 4b \) \item \( a^2 + 2ab + b^2 \) \item \(",mcq_candidate_missed_p1.png,9,no,multi-part substitution,item_by_item,
133,candidate_missed,choice_list_only,False,True,False,False,1.6094379124341005,= \lim_{y \to 1} \frac{\frac{1}{2} y - \frac{1}{2}}{1} = \frac{1}{2}(1)^{-1} = \frac{1}{2}.,= \lim_{y \to 1} \frac{\frac{1}{2} y^{-\frac{1}{2}}}{1} = \frac{1}{2} (1)^{-1} = \frac{1}{2}.,text:= \lim_{y \to 1} \frac{\frac{1}{2} y - \frac{1}{2}}{1} = \frac{1}{2}(1)^{-1} = \frac{1}{2},text:= \lim_{y \to 1} \frac{\frac{1}{2} y^{-\frac{1}{2}}}{1} = \frac{1}{2} (1)^{-1} = \frac{1}{2},display_math,display_math,text_conclusion,,False,True,,Evaluate: \begin{enumerate} \item $\lim_{x \to 1} \frac{x^{15} - 1}{x^{10} - 1}$ \item $\lim_{x \to 0} \frac{\sqrt{1 + x} - 1}{x}$ \end{enumerate},mcq_candidate_missed_p2.png,1,no,two limit evaluations,item_by_item,
181,candidate_missed,choice_list_only,False,False,True,False,1.6094379124341005,\sin^{-1}(2x\sqrt{1-x^2})=2\cos^{-1}x,\sin^{-1}\left(2x\sqrt{1-x^2}\right) = 2 \cos^{-1} x,"sympy:eq(asin(2*(x*sqrt(1 - x**2))), 2*acos(x))","sympy:eq(asin(2*(x*sqrt(1 - x**2))), 2*acos(x))",display_math,display_math,,,False,True,,"\textbf{Example 3} Show that \begin{enumerate} \item \( \sin^{-1}\left(2x\sqrt{1-x^2}\right) = 2 \sin^{-1} x, \quad -\frac{1}{\sqrt{2}} \leq x \leq \frac{1}{\sq",mcq_candidate_missed_p2.png,2,no,two inverse-trig identities,item_by_item,
186,candidate_missed,choice_list_only,False,False,True,True,1.3321790402101223,= \frac{1}{2}.,= \frac{1}{2}.,text:= \frac{1}{2},text:= \frac{1}{2},display_math,display_math,,,False,True,,Evaluate: \begin{enumerate} \item $\lim_{x \to 1} \frac{x^{15} - 1}{x^{10} - 1}$ \item $\lim_{x \to 0} \frac{\sqrt{1 + x} - 1}{x}$ \end{enumerate},mcq_candidate_missed_p2.png,3,no,two limit evaluations,item_by_item,
189,candidate_missed,choice_list_only,False,False,True,True,0.0,5 \cdot y - 2 = 0,5 \cdot y - 2 = 0,"sympy:eq(5*y - 2, 0)","sympy:eq(5*y - 2, 0)",display_math,display_math,,,False,True,,Write each of the following as an equation in two variables: \begin{itemize} \item[(i)] \( x = -5 \) \item[(ii)] \( y = 2 \) \item[(iii)] \( 2x = 3 \) \item[(iv,mcq_candidate_missed_p2.png,4,no,list of equations to rewrite,item_by_item,
190,candidate_missed,choice_list_only,False,False,False,False,0.9502705392332348,2^{3} = 8,2^3 = 8,text:2^{3} = 8,text:2^3 = 8,display_math,display_math,,,False,True,,Simplify the following expressions: \begin{enumerate} \item $(-4)^{5} \times (-4)^{-10}$ \item $2^{5} \div 2^{-6}$ \end{enumerate},mcq_candidate_missed_p2.png,5,no,two simplifications,item_by_item,
194,candidate_missed,choice_list_only,False,False,True,True,0.6730116670092565,"(a,c) \in R","(a,c) \in R","text:(a,c) \in r","text:(a,c) \in r",display_math,display_math,"multi_value_answer,set_answer",,False,True,,"Let \( R \) be a relation from \( \mathbb{Q} \) to \( \mathbb{Q} \) defined by \( R = \{(a,b): a,b \in \mathbb{Q} \text{ and } a - b \in \mathbb{Z}\} \). Show t",mcq_candidate_missed_p2.png,6,no,proof with numbered relation properties,item_by_item,
207,candidate_missed,choice_list_only,False,True,True,True,1.0549201679861442,5\cdot y + 0\cdot x - 2 = 0,5 \cdot y + 0 \cdot x - 2 = 0,"sympy:eq((0*x + 5*y) - 2, 0)","sympy:eq((0*x + 5*y) - 2, 0)",display_math,display_math,,,False,True,,Write each of the following as an equation in two variables: \begin{itemize} \item[(i)] \( x = -5 \) \item[(ii)] \( y = 2 \) \item[(iii)] \( 2x = 3 \) \item[(iv,mcq_candidate_missed_p2.png,7,no,list of equations to rewrite,item_by_item,
209,candidate_missed,choice_list_only,False,True,False,False,0.9502705392332348,The perimeter of the park is 1600 m,},text:the perimeter of the park is 1600 m,text:},last_line,last_line,"tiny_suspicious_non_mcq,text_conclusion",,False,True,,The ratio between the length and the breadth of a rectangular park is \( 3 : 2 \). If a man cycling along the boundary of the park at the speed of \( 12 \) km/h,mcq_candidate_missed_p2.png,8,yes,real multiple choice; options A/B/C/D visible,item_by_item,option_pick
232,candidate_missed,choice_list_only,False,True,False,True,0.9502705392332348,\frac{1}{3^{-2}} \: = \frac{1}{3 \times (-2)} \: = \frac{1}{-6},\frac{1}{3^{-2}} = \frac{1}{3 \times (-2)} = \textcolor{red}{\frac{1}{-6}},text:\frac{1}{3^{-2}} \: = \frac{1}{3 \times (-2)} \: = \frac{1}{-6},text:\frac{1}{3^{-2}} = \frac{1}{3 \times (-2)} = \textcolor{red}{\frac{1}{-6}},display_math,display_math,text_conclusion,,False,True,,Find the value of \begin{enumerate} \item \( 2^{-3} \) \item \( \frac{1}{3^{-2}} \) \end{enumerate},mcq_candidate_missed_p2.png,9,no,two exponent values,item_by_item,
281,candidate_missed,choice_list_only,False,False,True,True,0.9502705392332348,c^3 - d^3 = 3^3 - 2^3 = 27 - 8 = 19,\textcolor{red}{c}^3 - \textcolor{red}{d}^3 = 3^3 - 2^3 = 27 - 8 = 19,text:c^3 - d^3 = 3^3 - 2^3 = 27 - 8 = 19,text:c^3 - d^3 = 3^3 - 2^3 = 27 - 8 = 19,display_math,display_math,,,False,True,,"Find the value of the following expressions for \( a = 3, b = 2 \). \begin{enumerate} \item \( a + b \) \item \( 7a - 4b \) \item \( a^2 + 2ab + b^2 \) \item \(",mcq_candidate_missed_p3.png,1,no,multi-part substitution,item_by_item,
